,Year,Month,Day of Month,Date,State,Magnitude on F/EF scale,Number of injuries,Number of fatalities,Starting latitude,Starting longitude,Ending latitude,Ending longitude,Track length in KM,Tornado width in meters,Starting location,Ending location
34676,1995,5,18,18/05/1995,TN,0,0,0,35.35,-88.88,35.38,-88.72,12.87,45.72,"Lake Lajoie Road, ,Hardeman County,Tennessee, "," , ,Chester County,Tennessee, "
34679,1995,5,18,18/05/1995,TN,0,4,0,35.75,-86.65,35.75,-86.55,12.87,66.75,"North Main Street, ,Rutherford County,Tennessee,37060","Highway 99,Rockvale,Rutherford County,Tennessee,37128"
34691,1995,5,18,18/05/1995,TN,1,1,0,35.48,-86.47,35.45,-86.18,25.75,45.72,"Pickle Street, ,Bedford County,Tennessee,37160","Starlight Trail, ,Coffee County,Tennessee,37355"
34694,1995,5,18,18/05/1995,TN,2,28,0,36.3,-86.72,36.4,-86.45,24.14,66.75,"Draper Drive, ,Davidson County,Tennessee,37072","North Council Avenue, ,Sumner County,Tennessee,37066"
34695,1995,5,18,18/05/1995,TN,2,0,0,36.43,-89.47,36.55,-89.18,38.62,137.16," ,Cronanville,Lake County,Tennessee, ","Myron Cory Road, ,Fulton County,Kentucky,42050"
34696,1995,5,18,18/05/1995,TN,3,20,0,35.8,-85.2,35.95,-85.03,14.48,91.44,"Wyatt Road, ,Cumberland County,Tennessee, ","West Avenue,Woodstock Estates,Cumberland County,Tennessee,38555"
34697,1995,5,18,18/05/1995,TN,4,32,3,35,-87.48,35.35,-87.17,46.67,914.4,"Johnson Road, ,Lauderdale County,Alabama,38481","Shuler Br Road, ,Giles County,Tennessee, "
34702,1995,5,18,18/05/1995,TX,1,12,0,30.07,-94.8,30.13,-94.72,10.46,457.2,"Maple Street, ,Liberty County,Texas,77575","CR 2008, ,Liberty County,Texas,77561"
34705,1995,5,19,19/05/1995,NC,1,1,0,34.95,-79.27,34.95,-79.22,9.66,45.72,"Chilsom Road, ,Hoke County,North Carolina, ","Potter Road, ,Hoke County,North Carolina,28376"
34707,1995,5,21,21/05/1995,NE,2,0,0,40.87,-101.52,40.82,-101.45,8.05,914.4,"Road 762, ,Perkins County,Nebraska,69150","Road 342, ,Perkins County,Nebraska, "
34724,1995,5,22,22/05/1995,KS,2,0,0,37.1,-101.08,37.07,-101.02,5.63,182.88," , ,Stevens County,Kansas, ","County Road 2 North, ,Seward County,Kansas,67905"
34733,1995,5,24,24/05/1995,OH,1,0,0,41.37,-81.27,41.35,-81.15,12.87,91.44," , ,Geauga County,Ohio, "," , ,Geauga County,Ohio,44080"
34749,1995,5,26,26/05/1995,TX,0,0,0,34.03,-98.63,34.08,-98.58,6.44,27.43," , ,Wichita County,Texas, ","West Kramer Road, ,Wichita County,Texas,76354"
34753,1995,5,27,27/05/1995,IA,1,0,0,42.42,-94.28,42.47,-94.23,6.44,36.58," , ,Webster County,Iowa, ","US 20 Business, ,Webster County,Iowa,50501"
34754,1995,5,27,27/05/1995,IA,1,0,0,40.6,-94.17,40.65,-94.12,8.85,36.58,"258th Avenue, ,Ringgold County,Iowa, ","285th Avenue, ,Ringgold County,Iowa, "
34755,1995,5,27,27/05/1995,IA,2,0,0,41.87,-94.82,42.15,-94.7,36.21,91.44,"Olympic Avenue, ,Carroll County,Iowa,51440"," , ,Carroll County,Iowa,51451"
34756,1995,5,27,27/05/1995,IA,4,0,0,42.07,-94.9,42.58,-94.83,57.94,365.76,"Kittyhawk Avenue, ,Carroll County,Iowa,51401","625th Street, ,Pocahontas County,Iowa,50540"
34757,1995,5,27,27/05/1995,IA,4,2,0,41.07,-94.42,41.77,-94.15,91.73,457.2,"160th Street, ,Union County,Iowa,50801","H Avenue, ,Dallas County,Iowa,50220"
34758,1995,5,27,27/05/1995,IA,4,1,0,41.78,-94.65,42.2,-94.48,48.28,228.6," , ,Guthrie County,Iowa, ","I Avenue, ,Greene County,Iowa,50050"
34767,1995,5,27,27/05/1995,IL,1,0,0,39.43,-90.4,39.53,-90.33,12.87,109.73,"Tunison Avenue, ,Greene County,Illinois,62092","Murray Road, ,Scott County,Illinois,62663"
34769,1995,5,27,27/05/1995,MO,0,0,0,38.97,-94.07,39.03,-93.97,6.44,27.43,"Old Concord Road, ,Lafayette County,Missouri,64011","Texas Prairie Road, ,Lafayette County,Missouri,64076"
34770,1995,5,27,27/05/1995,MO,0,0,0,39.12,-93.78,39.18,-93.72,7.24,36.58,"MO 13, ,Lafayette County,Missouri, ","MO 213, ,Lafayette County,Missouri,64067"
34774,1995,5,27,27/05/1995,MO,1,0,0,37.2,-93.08,37.18,-93.12,6.44,365.76,"East Farm Road 134, ,Greene County,Missouri,65757","MO 125,Oak Grove Heights,Greene County,Missouri,65742"
34775,1995,5,27,27/05/1995,MO,3,0,0,40.57,-94,40.93,-93.68,48.92,137.16,"West 220th Avenue, ,Harrison County,Missouri,64442","Mormon Trail,Smyrna,Clarke County,Iowa,50264"
34787,1995,5,29,29/05/1995,MA,4,24,3,42.2,-73.43,42.17,-73.17,18.51,274.32,"Boice Road,North Egremont,Berkshire County,Massachusetts,01252","Chestnut Hill Road, ,Berkshire County,Massachusetts,01245"
34790,1995,5,29,29/05/1995,NY,2,5,0,42.2,-73.78,42.2,-73.52,24.14,274.32,"US 9;NY 23, ,Columbia County,New York,12534","Whippoorwill Road, ,Columbia County,New York,12529"
34803,1995,5,31,31/05/1995,TX,0,0,0,31.75,-100.07,0,0,9.66,45.72," , ,Runnels County,Texas, "," , , , , "
34809,1995,5,31,31/05/1995,TX,1,0,0,31.88,-100.28,31.77,-100.28,12.87,45.72,"East Oliver Avenue, ,Coke County,Texas,76933"," , ,Coke County,Texas,76953"
34815,1995,6,2,02/06/1995,NM,1,0,0,35.65,-103.05,35.72,-102.9,17.7,137.16,"Bell Street, ,Quay County,New Mexico, ","Farm-to-Market Road 767, ,Hartley County,Texas, "
34824,1995,6,2,02/06/1995,TX,1,0,0,34.62,-101.87,34.63,-101.63,17.7,137.16," , ,Swisher County,Texas, ","County Road 21, ,Swisher County,Texas, "
34825,1995,6,2,02/06/1995,TX,2,3,0,34.5,-102.32,34.57,-102.28,9.66,91.44,"County Road 513, ,Castro County,Texas,79027","County Road 515A, ,Castro County,Texas,79027"
34826,1995,6,2,02/06/1995,TX,3,12,0,34.6,-102.78,34.73,-102.73,16.09,457.2,"County Road 15, ,Parmer County,Texas, ","TX 214, ,Parmer County,Texas,79035"
34835,1995,6,3,03/06/1995,OK,1,0,0,35.43,-97.92,35.48,-97.85,8.05,182.88,"Alfadale Street, ,Canadian County,Oklahoma,73090","Reuter Road East, ,Canadian County,Oklahoma, "
34847,1995,6,4,04/06/1995,FL,1,0,0,27.9,-81.62,28.13,-81.65,25.75,45.72,"Airport Road, ,Polk County,Florida,33859","Weitzel Drive, ,Polk County,Florida, "
34861,1995,6,5,05/06/1995,FL,1,0,0,30.73,-81.53,30.73,-81.55,6.44,11.89," , ,Camden County,Georgia, ","Seagrove Street, ,Camden County,Georgia,31558"
34864,1995,6,5,05/06/1995,IA,0,0,0,42.12,-93.67,42.18,-93.72,8.05,18.29,"160th Street, ,Story County,Iowa,50105","120th Street, ,Boone County,Iowa,50248"
34879,1995,6,5,05/06/1995,TX,2,0,0,34.02,-101.18,33.83,-101.08,20.92,320.04,"County Road 220, ,Floyd County,Texas, "," , ,Crosby County,Texas, "
34887,1995,6,6,06/06/1995,IA,1,0,0,43.2,-93.4,43.15,-93.27,5.63,36.58,"Finch Avenue, ,Cerro Gordo County,Iowa,50428"," , ,Cerro Gordo County,Iowa, "
34903,1995,6,7,07/06/1995,IN,1,3,0,41.3,-86.12,41.28,-86.05,6.44,27.43,"Weat Liberty Avenue, ,Marshall County,Indiana,46504","West State Street, ,Kosciusko County,Indiana,46524"
34918,1995,6,8,08/06/1995,MO,1,3,0,36.55,-93.93,36.55,-93.75,19.31,228.6,"Farm Road 2265, ,Barry County,Missouri,65745"," ,Eagle Rock,Barry County,Missouri,65641"
34922,1995,6,8,08/06/1995,OK,2,0,0,35.77,-99.98,35.82,-99.83,8.05,274.32,"CR N1690, ,Roger Mills County,Oklahoma, "," , ,Roger Mills County,Oklahoma, "
34929,1995,6,8,08/06/1995,TX,0,0,0,35.97,-100.47,36.03,-100.38,6.44,137.16," , ,Hemphill County,Texas, "," , ,Hemphill County,Texas, "
34935,1995,6,8,08/06/1995,TX,1,0,0,35.7,-100.8,35.78,-100.63,16.09,228.6,"Haggard Road, ,Roberts County,Texas, ","Quarter Horse Road, ,Roberts County,Texas, "
34936,1995,6,8,08/06/1995,TX,2,0,0,35.55,-100.93,35.63,-100.85,9.66,36.58,"County Road E, ,Gray County,Texas,79065"," , ,Roberts County,Texas,79059"
34937,1995,6,8,08/06/1995,TX,2,0,0,35.05,-100.83,35.1,-100.77,16.09,457.2," , ,Donley County,Texas, "," , ,Donley County,Texas, "
34938,1995,6,8,08/06/1995,TX,2,0,0,35.18,-100.65,35.23,-100.62,6.44,182.88," , ,Donley County,Texas, ","I 40 Service Road, ,Gray County,Texas,79057"
34939,1995,6,8,08/06/1995,TX,2,0,0,35.12,-100.75,35.2,-100.7,14.48,365.76," , ,Donley County,Texas, "," , ,Gray County,Texas,79002"
34941,1995,6,8,08/06/1995,TX,4,0,0,35.25,-100.6,35.55,-100.38,46.67,548.64," , ,Gray County,Texas,79057","Cowboy Creek, ,Wheeler County,Texas,97069"
34942,1995,6,8,08/06/1995,TX,4,0,0,35.5,-100.22,35.68,-100.1,24.14,2011.68,"County Road H, ,Wheeler County,Texas, "," , ,Hemphill County,Texas, "
34957,1995,6,9,09/06/1995,OK,2,0,0,35.18,-96.68,35.23,-96.65,8.37,274.32,"E1270 Road, ,Seminole County,Oklahoma,74830"," , ,Seminole County,Oklahoma,74868"
34979,1995,6,10,10/06/1995,VA,1,0,0,38.08,-78.93,38.13,-78.92,5.63,274.32,"West Main Street, , ,Virginia,22980","Kiddsville Road,Teaverton,Augusta County,Virginia,22980"
34983,1995,6,12,12/06/1995,SC,1,1,0,32.38,-80.63,32.3,-80.53,11.27,118.87,"Claires Point Road, ,Beaufort County,South Carolina, "," , ,Beaufort County,South Carolina, "
34999,1995,6,22,22/06/1995,WY,0,0,0,44.25,-105.53,44.25,-105.43,11.27,9.14,"Antelope Valley Street, ,Campbell County,Wyoming,82718"," , ,Campbell County,Wyoming, "
35052,1995,7,4,04/07/1995,KS,1,0,0,39.73,-95.48,39.77,-95.43,5.95,91.44,"150th Street,Willis,Brown County,Kansas,66424","180th Street, ,Brown County,Kansas,66532"
35054,1995,7,4,04/07/1995,MI,1,2,0,42.47,-84.53,42.6,-84.33,6.44,9.14,"Kinneville Road, ,Ingham County,Michigan,48827","East Howell Road, ,Ingham County,Michigan,48854"
35058,1995,7,4,04/07/1995,MO,3,0,0,39.4,-92.43,39.8,-92.12,41.84,21.03,"Shepherd Brothers Boulevard, ,Randolph County,Missouri,65270"," , ,Shelby County,Missouri, "
35064,1995,7,5,05/07/1995,IA,1,0,0,43.03,-92.33,43.02,-92.17,12.87,36.58,"225th Street, ,Chickasaw County,Iowa,50659","230th Street, ,Chickasaw County,Iowa,52154"
35074,1995,7,9,09/07/1995,MN,1,8,0,48.8,-96.95,48.65,-96.83,16.09,64.01," , ,Kittson County,Minnesota, ","County Road 7, ,Kittson County,Minnesota,56733"
35086,1995,7,12,12/07/1995,FL,1,1,0,27.75,-82.7,27.67,-82.62,9.66,18.29,"20th Avenue South, ,Pinellas County,Florida,33707"," , ,Pinellas County,Florida, "
35096,1995,7,13,13/07/1995,MI,2,0,0,44.12,-84.12,44.18,-84.03,8.05,9.14,"I 75, ,Arenac County,Michigan,48610","Acorn Lane, ,Ogemaw County,Michigan,48756"
35102,1995,7,14,14/07/1995,WI,1,0,0,46.07,-89.08,46.1,-89.03,5.63,228.6,"Coveyville Road, ,Vilas County,Wisconsin,54554","Norwood Lake Lane, ,Vilas County,Wisconsin,54554"
35114,1995,7,19,19/07/1995,IA,0,0,0,43.45,-95.22,43.48,-95.17,6.44,9.14,"140th Street,Montgomery,Dickinson County,Iowa,51360","215th Avenue, ,Dickinson County,Iowa,51360"
35126,1995,7,21,21/07/1995,MN,1,3,0,45.58,-93.25,45.58,-93.07,12.87,182.88,"Quincy Street Northeast, ,Isanti County,Minnesota,55008","Stark Road, ,Chisago County,Minnesota, "
35127,1995,7,21,21/07/1995,MN,1,0,0,45.55,-93.1,45.52,-92.93,9.66,274.32,"Highway 95 Northeast, ,Isanti County,Minnesota,55056"," , ,Chisago County,Minnesota,55056"
35129,1995,7,21,21/07/1995,MN,1,0,0,45.5,-93.15,45.4,-92.98,20.92,201.17,"County Road 5 Northeast,Blomford,Isanti County,Minnesota,55040","Genesis Avenue, ,Chisago County,Minnesota,55079"
35131,1995,7,21,21/07/1995,MN,2,0,0,45.63,-93.63,45.75,-93.47,16.09,91.44,"55th Street, ,Mille Lacs County,Minnesota,55371","110th Avenue, ,Kanabec County,Minnesota,56358"
35145,1995,7,23,23/07/1995,TX,1,0,0,35.17,-101.58,35.12,-101.52,6.44,137.16,"FM 2250,Washburn,Armstrong County,Texas, ","Echo Road, ,Armstrong County,Texas,79019"
35159,1995,7,27,27/07/1995,IA,2,0,0,41.93,-90.75,41.82,-90.6,16.9,64.01,"170th Street, ,Clinton County,Iowa,52254","US 30, ,Clinton County,Iowa,52742"
35160,1995,7,27,27/07/1995,IA,2,0,0,41.75,-90.78,41.72,-90.72,8.85,54.86," ,New Dixon,Scott County,Iowa,52745","288th Street, ,Scott County,Iowa,52746"
35161,1995,7,27,27/07/1995,IA,2,0,0,41.82,-90.62,41.78,-90.17,32.19,365.76,"US 30, ,Clinton County,Iowa,52742","Stone Street, ,Whiteside County,Illinois,61252"
35162,1995,7,27,27/07/1995,IA,2,0,0,41.65,-91.28,41.6,-91.12,12.07,91.44," , ,Cedar County,Iowa, "," , ,Cedar County,Iowa, "
35163,1995,7,27,27/07/1995,IA,3,0,0,42.6,-91.68,42.45,-91.35,32.19,137.16,"130th Street, ,Buchanan County,Iowa,50650","230th Avenue, ,Delaware County,Iowa,52223"
35179,1995,7,27,27/07/1995,MN,2,0,0,43.57,-92.73,43.6,-92.68,5.63,36.58,"10th Street Northwest, ,Mower County,Minnesota,55909","170th Street, ,Mower County,Minnesota,55961"
35202,1995,8,3,03/08/1995,FL,0,0,0,29.65,-81.6,29.7,-81.5,12.87,9.14,"Palatka-to-Saint-Augustine State Trail,East Palatka,Putnam County,Florida,32131","CR 13,Byrd,Saint Johns County,Florida,32145"
35209,1995,8,5,05/08/1995,OH,1,0,0,38.8,-84.2,38.8,-84.12,6.44,82.3,"Mary Ingles Highway,Willow Grove,Bracken County,Kentucky,45156","McKinney Road, ,Clermont County,Ohio,45112"
35238,1995,8,31,31/08/1995,FL,0,0,0,28.27,-82.72,28.37,-82.7,6.76,9.14,"Queener Avenue, ,Pasco County,Florida,34668","Blessing Lane, ,Pasco County,Florida,34667"
35247,1995,9,6,06/09/1995,MN,2,0,0,44.23,-93.38,44.23,-93.2,12.87,228.6,"250th Street West, ,Rice County,Minnesota,55021","250th Street East, ,Rice County,Minnesota,55021"
35249,1995,9,6,06/09/1995,WI,1,1,0,45.48,-90.3,45.5,-90.12,12.87,91.44," , ,Price County,Wisconsin, ","Old Mill Road, ,Price County,Wisconsin,54513"
35253,1995,9,15,15/09/1995,FL,0,0,0,26.63,-82.13,26.45,-82.07,9.66,9.14,"Luloma Lane, ,Lee County,Florida,33922","Peaceful Drive, ,Lee County,Florida,33957"
35283,1995,10,4,04/10/1995,FL,1,0,0,30.75,-85.95,30.9,-86.02,19.31,45.72," , ,Holmes County,Florida, ","CR 185,Leonia,Holmes County,Florida, "
35287,1995,10,5,05/10/1995,MD,1,0,0,39.08,-76.7,39.17,-76.63,9.66,91.44,"Monterey Avenue, ,Anne Arundel County,Maryland,21113","Baltimore Annapolis Boulevard,Willowdale,Anne Arundel County,Maryland,21061"
35297,1995,10,14,14/10/1995,MD,1,0,0,39.03,-76.6,39.03,-76.5,6.12,66.75,"Lancers Trail,Cranberry Woods,Anne Arundel County,Maryland,21032","Stockton Court,Sillman Estates,Anne Arundel County,Maryland,21012"
35305,1995,10,26,26/10/1995,AR,2,0,0,34.73,-93.68,34.78,-93.48,20.12,731.52," , ,Montgomery County,Arkansas, "," ,Aly,Yell County,Arkansas, "
35314,1995,10,27,27/10/1995,GA,0,6,0,31.85,-83.88,31.83,-83.67,16.09,299.01,"Stripling Road, ,Crisp County,Georgia, ","Bay Springs Road, ,Crisp County,Georgia,31712"
35322,1995,10,27,27/10/1995,NC,2,0,0,36.5,-78.93,36.55,-78.9,6.44,66.75," , ,Person County,North Carolina, ","Huell Matthews Highway, ,Halifax County,Virginia,24520"
35327,1995,10,27,27/10/1995,TN,0,0,0,35.2,-89.52,35.17,-89.38,12.87,45.72,"Oakland Road, ,Fayette County,Tennessee,38060","Allen Road, ,Fayette County,Tennessee,38076"
35339,1995,11,7,07/11/1995,FL,1,0,0,30.07,-82.77,30.02,-82.55,14.48,91.44,"Southwest Pine Ridge Court, ,Columbia County,Florida,32024","Northwest 44th Lane,Providence,Union County,Florida,32697"
35342,1995,11,7,07/11/1995,GA,0,0,0,31.47,-81.62,31.48,-81.38,19.31,30.18," , ,Wayne County,Georgia, "," , ,McIntosh County,Georgia,31319"
35343,1995,11,7,07/11/1995,GA,1,1,0,32.12,-81.53,32.17,-81.38,13.68,54.86," , ,Bryan County,Georgia, ","Creekwood Drive, ,Effingham County,Georgia,31302"
35344,1995,11,7,07/11/1995,GA,1,4,0,31.45,-82.22,31.43,-82.08,16.09,30.18,"GA 32,Bristol,Pierce County,Georgia,31551"," , ,Pierce County,Georgia,31556"
35346,1995,11,7,07/11/1995,GA,1,0,0,31.18,-81.5,31.15,-81.38,10.46,45.72,"Ogg Avenue,Brunswick Villa,Glynn County,Georgia,31520","Demere Road,Druid Oaks,Glynn County,Georgia,31522"
35347,1995,11,7,07/11/1995,GA,2,36,0,31.53,-84.22,31.55,-84.13,8.05,137.16,"Old Pretoria Road, ,Dougherty County,Georgia,31721","Sunset Lane, ,Dougherty County,Georgia,31705"
35350,1995,11,7,07/11/1995,SC,0,0,0,33.98,-82.3,34.02,-82.18,11.27,91.44,"McCormick Highway, ,Greenwood County,South Carolina,29848","Markham Road, ,Greenwood County,South Carolina,29819"
35376,1995,11,7,07/11/1995,SC,2,0,0,33.83,-79.05,33.9,-78.98,8.05,91.44,"Holt Circle, ,Horry County,South Carolina,29526","Jungle Road, ,Horry County,South Carolina, "
35381,1995,11,10,10/11/1995,AR,2,1,2,35.03,-91.53,35.05,-91.4,13.68,91.44,"Colwell Road, ,Prairie County,Arkansas, ","Clear Lake Road, ,Prairie County,Arkansas,72040"
35382,1995,11,10,10/11/1995,MO,2,0,0,37.68,-92.77,37.62,-92.6,16.09,182.88,"Fleming Road, ,Laclede County,Missouri,65536","Rifle Drive, ,Laclede County,Missouri,65536"
35393,1995,11,11,11/11/1995,FL,1,0,0,30.45,-84.67,30.47,-84.63,8.05,91.44," , ,Gadsden County,Florida, ","McCall Bridge Road, ,Gadsden County,Florida,32351"
35405,1995,11,11,11/11/1995,MS,3,2,0,32.52,-90.4,32.55,-90.1,24.14,182.88,"Purvis Road,Adelle,Madison County,Mississippi,39071","Calhoun Parkway, ,Madison County,Mississippi, "
35406,1995,11,11,11/11/1995,MS,3,2,0,31.73,-89.67,31.77,-89.53,11.27,365.76,"Cooley Springs-Coulter Road,Cooley Springs,Covington County,Mississippi,39119","Fox Hunting Road, ,Covington County,Mississippi, "
35416,1995,12,15,15/12/1995,TX,0,0,0,33.37,-95.12,33.37,-95.02,13.52,27.43,"CR 1850, ,Titus County,Texas,75487","County Road 1915, ,Titus County,Texas, "
35421,1995,12,17,17/12/1995,TX,0,0,0,30.7,-94.93,30.73,-94.87,6.44,45.72,"South East Street, ,Polk County,Texas,77351","Aubin, ,Polk County,Texas, "
35435,1996,1,3,03/01/1996,FL,1,9,0,25.68,-80.42,25.75,-80.33,11.27,36.58,"Southwest 93rd Lane, ,Miami-Dade County,Florida,33186","Southwest 83rd Avenue,Westchester,Miami-Dade County,Florida,33155"
35442,1996,1,17,17/01/1996,TX,1,0,0,32.63,-96.53,32.63,-96.53,8.05,45.72,"Combine Road, ,Dallas County,Texas,75159","Combine Road, ,Dallas County,Texas,75159"
35443,1996,1,17,17/01/1996,TX,1,0,0,32.68,-96.38,32.68,-96.38,6.44,45.72,"FM 148, ,Kaufman County,Texas,75114","FM 148, ,Kaufman County,Texas,75114"
35450,1996,1,18,18/01/1996,IN,1,0,0,40.5,-86.98,40.52,-86.87,15.29,45.72,"North 375 West, ,Tippecanoe County,Indiana,47906","N River Road, ,Tippecanoe County,Indiana,47920"
35463,1996,1,23,23/01/1996,LA,2,30,0,32.48,-93.75,32.52,-93.72,12.07,365.76,"Jefferson Place, ,Caddo Parish,Louisiana,71104","Griffin Lane, ,Bossier Parish,Louisiana,71111"
35466,1996,2,2,02/02/1996,FL,0,0,0,29.58,-82.15,29.67,-82.08,9.66,13.72," , ,Alachua County,Florida, ","North Caledonia Ranch, ,Alachua County,Florida,32631"
35468,1996,2,2,02/02/1996,FL,0,0,1,29.78,-81.65,29.82,-81.57,10.46,9.14,"Alvarez Lane, ,Putnam County,Florida,32177"," ,Riverdale,Saint Johns County,Florida, "
35469,1996,2,2,02/02/1996,FL,2,0,0,30.32,-81.72,30.37,-81.67,9.66,73.15,"Luna Street,Murray Hill,Duval County,Florida,32205","Walgreen Road, ,Duval County,Florida,32209"
35470,1996,2,2,02/02/1996,GA,0,0,0,30.92,-82.17,31.02,-82.02,12.87,13.72," , ,Charlton County,Georgia, ","US 301;GA 23, ,Charlton County,Georgia,31537"
35471,1996,2,19,19/02/1996,AL,0,0,0,31.52,-87.33,31.65,-87.18,20.92,91.44,"Fore Avenue, ,Monroe County,Alabama,36460","West Bill Cater Road, ,Monroe County,Alabama,36471"
35472,1996,2,19,19/02/1996,MS,1,0,0,30.72,-89.57,30.72,-89.48,11.27,36.58,"Savannah Millard Road,Savannah,Pearl River County,Mississippi,39470","MS 53,Savannah,Pearl River County,Mississippi,39470:39574"
35474,1996,2,19,19/02/1996,MS,1,0,0,31.12,-89.03,31.27,-88.72,33.8,365.76,"Forest Service 304,Redhill,Perry County,Mississippi, ","Avera Road, ,Greene County,Mississippi,39451"
35475,1996,2,19,19/02/1996,MS,2,10,0,30.82,-89.67,31.02,-89.4,37.01,393.19,"Holden Road,White Sand,Pearl River County,Mississippi,38470"," , ,Lamar County,Mississippi, "
35476,1996,2,19,19/02/1996,MS,2,4,0,31.35,-88.85,31.57,-88.58,28.97,365.76,"Otho Sellers Road,Brewer,Perry County,Mississippi,39476","Chicora River Road,Chicora,Wayne County,Mississippi,39322"
35479,1996,2,27,27/02/1996,TX,0,1,0,32.35,-95.3,32.35,-95.3,7.72,22.86,"East Elm Street, ,Smith County,Texas,75702","East Elm Street, ,Smith County,Texas,75702"
35481,1996,3,5,05/03/1996,AR,1,0,0,34.43,-93.28,34.45,-93.17,12.87,45.72,"Airport Road,Pearcy,Garland County,Arkansas,71913","Regency Terrace, ,Garland County,Arkansas,71913"
35482,1996,3,5,05/03/1996,AR,3,2,0,36,-92,36.08,-91.15,74.83,137.16,"State Highway 9, ,Izard County,Arkansas,72050"," , ,Lawrence County,Arkansas,72458"
35483,1996,3,5,05/03/1996,MO,1,0,0,36.85,-90.63,36.87,-90.43,19.31,68.58,"County Road 426,Halloran,Butler County,Missouri,63901"," ,Wilby,Butler County,Missouri,63967"
35484,1996,3,5,05/03/1996,MO,1,0,0,36.87,-89.87,36.87,-89.77,9.66,68.58,"State Highway E, ,Stoddard County,Missouri,63825","County Road 538, ,Stoddard County,Missouri,63850"
35485,1996,3,5,05/03/1996,MS,1,5,0,31.23,-90.18,31.28,-90.05,12.87,59.44,"Dinan Salem Road, ,Walthall County,Mississippi, ","Darbun Road,Darbun,Walthall County,Mississippi,39643"
35492,1996,3,6,06/03/1996,AL,2,17,2,32.33,-86.13,32.38,-86.08,6.44,182.88,"Brenham Court, ,Montgomery County,Alabama,36064","Industrial School Road, ,Montgomery County,Alabama,36057"
35493,1996,3,6,06/03/1996,AL,3,40,4,32.42,-87.23,32.5,-86.97,30.58,365.76,"County Road 192, ,Dallas County,Alabama,36759","St Andrews Drive, ,Dallas County,Alabama,36703"
35494,1996,3,6,06/03/1996,FL,1,0,0,30.95,-85.28,30.95,-85.17,11.27,91.44,"Pleasant Ridge Road,Sills,Jackson County,Florida, ","7th Street, ,Jackson County,Florida,32445"
35497,1996,3,6,06/03/1996,GA,0,0,0,31.18,-83.87,31.18,-83.8,6.44,22.86,"Dunn Road, ,Colquitt County,Georgia,31768","West Central Avenue,Riverside,Colquitt County,Georgia,31768"
35501,1996,3,6,06/03/1996,GA,2,0,0,31.58,-83.93,31.58,-83.78,16.09,182.88,"Red Rock Road,Red Rock,Worth County,Georgia,31791","Shingler Little River Road,Shingler,Worth County,Georgia,31789"
35504,1996,3,7,07/03/1996,GA,1,5,0,33.23,-82.38,33.25,-82.32,5.63,182.88,"US 221;GA 47, ,Jefferson County,Georgia,30833","Loblolly Lane, ,Jefferson County,Georgia,30818"
35509,1996,3,15,15/03/1996,VA,0,0,0,36.67,-77.55,36.7,-77.52,8.05,731.52,"Old Halifax Road,Magnums Mobile Home Park,Greensville County,Virginia,23847"," , ,Emporia,Virginia,23847"
35513,1996,3,16,16/03/1996,TN,0,0,0,36.47,-84.87,36.38,-84.88,11.27,91.44,"Roysden Lane,East Jamestown,Fentress County,Tennessee,38556","Hugo's Lane, ,Fentress County,Tennessee, "
35515,1996,3,16,16/03/1996,TN,2,1,0,36.38,-85.33,36.4,-85.22,9.66,365.76,"West Main Street, ,Overton County,Tennessee,38570","Claude Smith Lane,Alpine,Overton County,Tennessee,38543"
35516,1996,3,18,18/03/1996,AL,0,0,0,31.57,-88.45,31.58,-88.4,6.44,274.32," ,Copeland,Washington County,Alabama, ","Nathan Jordan Road, ,Washington County,Alabama,36558"
35517,1996,3,18,18/03/1996,AL,0,0,0,31.62,-88.3,31.7,-88.25,8.05,274.32," , ,Washington County,Alabama, "," ,Rescueville,Choctaw County,Alabama, "
35520,1996,3,18,18/03/1996,AL,1,15,0,31.47,-87.9,31.53,-87.78,12.87,182.88,"Airport Road, ,Clarke County,Alabama,36545","Walker Springs Road, ,Clarke County,Alabama,36540"
